==================== AXHL REGULAR SEASON SCHEDULE - Created by Dakota ====================
Seed: 6730504492698659822
 
"(HOME) Team 1 VS (AWAY) Team 40 -> 2025-02-23, 9:55PM EST"
"(HOME) Team 37 VS (AWAY) Team 27 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 38 VS (AWAY) Team 26 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 39 VS (AWAY) Team 25 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 1 VS (AWAY) Team 24 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 2 VS (AWAY) Team 23 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 3 VS (AWAY) Team 22 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 4 VS (AWAY) Team 21 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 5 VS (AWAY) Team 20 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 6 VS (AWAY) Team 19 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 7 VS (AWAY) Team 18 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 8 VS (AWAY) Team 17 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 9 VS (AWAY) Team 16 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 10 VS (AWAY) Team 15 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 11 VS (AWAY) Team 14 -> 2025-03-16, 10:35PM EST"
"(HOME) Team 12 VS (AWAY) Team 13 -> 2025-03-16, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Team 33 VS (AWAY) Team 40 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 34 VS (AWAY) Team 32 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 35 VS (AWAY) Team 31 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 36 VS (AWAY) Team 30 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 37 VS (AWAY) Team 29 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 38 VS (AWAY) Team 28 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 39 VS (AWAY) Team 27 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 1 VS (AWAY) Team 26 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 2 VS (AWAY) Team 25 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 3 VS (AWAY) Team 24 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 4 VS (AWAY) Team 23 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 5 VS (AWAY) Team 22 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 6 VS (AWAY) Team 21 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 7 VS (AWAY) Team 20 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 8 VS (AWAY) Team 19 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 9 VS (AWAY) Team 18 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 10 VS (AWAY) Team 17 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 11 VS (AWAY) Team 16 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 12 VS (AWAY) Team 15 -> 2025-03-17, 9:55PM EST"
"(HOME) Team 13 VS (AWAY) Team 14 -> 2025-03-17, 9:55PM EST"
 
"(HOME) Team 34 VS (AWAY) Team 40 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 35 VS (AWAY) Team 33 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 36 VS (AWAY) Team 32 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 37 VS (AWAY) Team 31 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 38 VS (AWAY) Team 30 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 39 VS (AWAY) Team 29 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 1 VS (AWAY) Team 28 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 2 VS (AWAY) Team 27 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 3 VS (AWAY) Team 26 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 4 VS (AWAY) Team 25 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 5 VS (AWAY) Team 24 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 6 VS (AWAY) Team 23 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 7 VS (AWAY) Team 22 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 8 VS (AWAY) Team 21 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 9 VS (AWAY) Team 20 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 10 VS (AWAY) Team 19 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 11 VS (AWAY) Team 18 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 12 VS (AWAY) Team 17 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 13 VS (AWAY) Team 16 -> 2025-03-17, 10:35PM EST"
"(HOME) Team 14 VS (AWAY) Team 15 -> 2025-03-17, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Team 35 VS (AWAY) Team 40 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 36 VS (AWAY) Team 34 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 37 VS (AWAY) Team 33 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 38 VS (AWAY) Team 32 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 39 VS (AWAY) Team 31 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 1 VS (AWAY) Team 30 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 2 VS (AWAY) Team 29 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 3 VS (AWAY) Team 28 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 4 VS (AWAY) Team 27 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 5 VS (AWAY) Team 26 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 6 VS (AWAY) Team 25 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 7 VS (AWAY) Team 24 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 8 VS (AWAY) Team 23 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 9 VS (AWAY) Team 22 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 10 VS (AWAY) Team 21 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 11 VS (AWAY) Team 20 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 12 VS (AWAY) Team 19 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 13 VS (AWAY) Team 18 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 14 VS (AWAY) Team 17 -> 2025-03-18, 9:55PM EST"
"(HOME) Team 15 VS (AWAY) Team 16 -> 2025-03-18, 9:55PM EST"
 
"(HOME) Team 36 VS (AWAY) Team 40 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 37 VS (AWAY) Team 35 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 38 VS (AWAY) Team 34 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 39 VS (AWAY) Team 33 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 1 VS (AWAY) Team 32 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 2 VS (AWAY) Team 31 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 3 VS (AWAY) Team 30 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 4 VS (AWAY) Team 29 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 5 VS (AWAY) Team 28 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 6 VS (AWAY) Team 27 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 7 VS (AWAY) Team 26 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 8 VS (AWAY) Team 25 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 9 VS (AWAY) Team 24 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 10 VS (AWAY) Team 23 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 11 VS (AWAY) Team 22 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 12 VS (AWAY) Team 21 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 13 VS (AWAY) Team 20 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 14 VS (AWAY) Team 19 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 15 VS (AWAY) Team 18 -> 2025-03-18, 10:35PM EST"
"(HOME) Team 16 VS (AWAY) Team 17 -> 2025-03-18, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Team 37 VS (AWAY) Team 40 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 38 VS (AWAY) Team 36 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 39 VS (AWAY) Team 35 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 1 VS (AWAY) Team 34 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 2 VS (AWAY) Team 33 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 3 VS (AWAY) Team 32 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 4 VS (AWAY) Team 31 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 5 VS (AWAY) Team 30 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 6 VS (AWAY) Team 29 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 7 VS (AWAY) Team 28 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 8 VS (AWAY) Team 27 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 9 VS (AWAY) Team 26 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 10 VS (AWAY) Team 25 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 11 VS (AWAY) Team 24 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 12 VS (AWAY) Team 23 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 13 VS (AWAY) Team 22 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 14 VS (AWAY) Team 21 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 15 VS (AWAY) Team 20 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 16 VS (AWAY) Team 19 -> 2025-03-19, 9:55PM EST"
"(HOME) Team 17 VS (AWAY) Team 18 -> 2025-03-19, 9:55PM EST"
 
"(HOME) Team 38 VS (AWAY) Team 40 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 39 VS (AWAY) Team 37 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 1 VS (AWAY) Team 36 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 2 VS (AWAY) Team 35 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 3 VS (AWAY) Team 34 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 4 VS (AWAY) Team 33 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 5 VS (AWAY) Team 32 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 6 VS (AWAY) Team 31 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 7 VS (AWAY) Team 30 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 8 VS (AWAY) Team 29 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 9 VS (AWAY) Team 28 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 10 VS (AWAY) Team 27 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 11 VS (AWAY) Team 26 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 12 VS (AWAY) Team 25 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 13 VS (AWAY) Team 24 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 14 VS (AWAY) Team 23 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 15 VS (AWAY) Team 22 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 16 VS (AWAY) Team 21 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 17 VS (AWAY) Team 20 -> 2025-03-19, 10:35PM EST"
"(HOME) Team 18 VS (AWAY) Team 19 -> 2025-03-19, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Team 39 VS (AWAY) Team 40 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 1 VS (AWAY) Team 38 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 2 VS (AWAY) Team 37 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 3 VS (AWAY) Team 36 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 4 VS (AWAY) Team 35 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 5 VS (AWAY) Team 34 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 6 VS (AWAY) Team 33 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 7 VS (AWAY) Team 32 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 8 VS (AWAY) Team 31 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 9 VS (AWAY) Team 30 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 10 VS (AWAY) Team 29 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 11 VS (AWAY) Team 28 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 12 VS (AWAY) Team 27 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 13 VS (AWAY) Team 26 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 14 VS (AWAY) Team 25 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 15 VS (AWAY) Team 24 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 16 VS (AWAY) Team 23 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 17 VS (AWAY) Team 22 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 18 VS (AWAY) Team 21 -> 2025-03-20, 9:55PM EST"
"(HOME) Team 19 VS (AWAY) Team 20 -> 2025-03-20, 9:55PM EST"
 
"(HOME) Team 40 VS (AWAY) Team 1 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 39 VS (AWAY) Team 2 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 38 VS (AWAY) Team 3 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 37 VS (AWAY) Team 4 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 36 VS (AWAY) Team 5 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 35 VS (AWAY) Team 6 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 34 VS (AWAY) Team 7 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 33 VS (AWAY) Team 8 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 32 VS (AWAY) Team 9 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 31 VS (AWAY) Team 10 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 30 VS (AWAY) Team 11 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 29 VS (AWAY) Team 12 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 28 VS (AWAY) Team 13 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 27 VS (AWAY) Team 14 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 26 VS (AWAY) Team 15 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 25 VS (AWAY) Team 16 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 24 VS (AWAY) Team 17 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 23 VS (AWAY) Team 18 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 22 VS (AWAY) Team 19 -> 2025-03-20, 10:35PM EST"
"(HOME) Team 21 VS (AWAY) Team 20 -> 2025-03-20, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Team 40 VS (AWAY) Team 2 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 1 VS (AWAY) Team 3 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 39 VS (AWAY) Team 4 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 38 VS (AWAY) Team 5 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 37 VS (AWAY) Team 6 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 36 VS (AWAY) Team 7 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 35 VS (AWAY) Team 8 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 34 VS (AWAY) Team 9 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 33 VS (AWAY) Team 10 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 32 VS (AWAY) Team 11 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 31 VS (AWAY) Team 12 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 30 VS (AWAY) Team 13 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 29 VS (AWAY) Team 14 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 28 VS (AWAY) Team 15 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 27 VS (AWAY) Team 16 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 26 VS (AWAY) Team 17 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 25 VS (AWAY) Team 18 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 24 VS (AWAY) Team 19 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 23 VS (AWAY) Team 20 -> 2025-03-23, 9:55PM EST"
"(HOME) Team 22 VS (AWAY) Team 21 -> 2025-03-23, 9:55PM EST"
 
"(HOME) Team 40 VS (AWAY) Team 3 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 2 VS (AWAY) Team 4 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 1 VS (AWAY) Team 5 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 39 VS (AWAY) Team 6 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 38 VS (AWAY) Team 7 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 37 VS (AWAY) Team 8 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 36 VS (AWAY) Team 9 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 35 VS (AWAY) Team 10 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 34 VS (AWAY) Team 11 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 33 VS (AWAY) Team 12 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 32 VS (AWAY) Team 13 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 31 VS (AWAY) Team 14 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 30 VS (AWAY) Team 15 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 29 VS (AWAY) Team 16 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 28 VS (AWAY) Team 17 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 27 VS (AWAY) Team 18 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 26 VS (AWAY) Team 19 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 25 VS (AWAY) Team 20 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 24 VS (AWAY) Team 21 -> 2025-03-23, 10:35PM EST"
"(HOME) Team 23 VS (AWAY) Team 22 -> 2025-03-23, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Team 40 VS (AWAY) Team 4 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 3 VS (AWAY) Team 5 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 2 VS (AWAY) Team 6 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 1 VS (AWAY) Team 7 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 39 VS (AWAY) Team 8 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 38 VS (AWAY) Team 9 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 37 VS (AWAY) Team 10 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 36 VS (AWAY) Team 11 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 35 VS (AWAY) Team 12 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 34 VS (AWAY) Team 13 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 33 VS (AWAY) Team 14 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 32 VS (AWAY) Team 15 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 31 VS (AWAY) Team 16 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 30 VS (AWAY) Team 17 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 29 VS (AWAY) Team 18 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 28 VS (AWAY) Team 19 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 27 VS (AWAY) Team 20 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 26 VS (AWAY) Team 21 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 25 VS (AWAY) Team 22 -> 2025-03-24, 9:55PM EST"
"(HOME) Team 24 VS (AWAY) Team 23 -> 2025-03-24, 9:55PM EST"
 
"(HOME) Team 40 VS (AWAY) Team 5 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 4 VS (AWAY) Team 6 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 3 VS (AWAY) Team 7 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 2 VS (AWAY) Team 8 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 1 VS (AWAY) Team 9 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 39 VS (AWAY) Team 10 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 38 VS (AWAY) Team 11 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 37 VS (AWAY) Team 12 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 36 VS (AWAY) Team 13 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 35 VS (AWAY) Team 14 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 34 VS (AWAY) Team 15 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 33 VS (AWAY) Team 16 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 32 VS (AWAY) Team 17 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 31 VS (AWAY) Team 18 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 30 VS (AWAY) Team 19 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 29 VS (AWAY) Team 20 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 28 VS (AWAY) Team 21 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 27 VS (AWAY) Team 22 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 26 VS (AWAY) Team 23 -> 2025-03-24, 10:35PM EST"
"(HOME) Team 25 VS (AWAY) Team 24 -> 2025-03-24, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Team 40 VS (AWAY) Team 6 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 5 VS (AWAY) Team 7 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 4 VS (AWAY) Team 8 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 3 VS (AWAY) Team 9 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 2 VS (AWAY) Team 10 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 1 VS (AWAY) Team 11 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 39 VS (AWAY) Team 12 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 38 VS (AWAY) Team 13 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 37 VS (AWAY) Team 14 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 36 VS (AWAY) Team 15 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 35 VS (AWAY) Team 16 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 34 VS (AWAY) Team 17 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 33 VS (AWAY) Team 18 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 32 VS (AWAY) Team 19 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 31 VS (AWAY) Team 20 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 30 VS (AWAY) Team 21 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 29 VS (AWAY) Team 22 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 28 VS (AWAY) Team 23 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 27 VS (AWAY) Team 24 -> 2025-03-25, 9:55PM EST"
"(HOME) Team 26 VS (AWAY) Team 25 -> 2025-03-25, 9:55PM EST"
 
"(HOME) Team 40 VS (AWAY) Team 7 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 6 VS (AWAY) Team 8 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 5 VS (AWAY) Team 9 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 4 VS (AWAY) Team 10 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 3 VS (AWAY) Team 11 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 2 VS (AWAY) Team 12 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 1 VS (AWAY) Team 13 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 39 VS (AWAY) Team 14 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 38 VS (AWAY) Team 15 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 37 VS (AWAY) Team 16 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 36 VS (AWAY) Team 17 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 35 VS (AWAY) Team 18 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 34 VS (AWAY) Team 19 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 33 VS (AWAY) Team 20 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 32 VS (AWAY) Team 21 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 31 VS (AWAY) Team 22 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 30 VS (AWAY) Team 23 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 29 VS (AWAY) Team 24 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 28 VS (AWAY) Team 25 -> 2025-03-25, 10:35PM EST"
"(HOME) Team 27 VS (AWAY) Team 26 -> 2025-03-25, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Team 40 VS (AWAY) Team 8 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 7 VS (AWAY) Team 9 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 6 VS (AWAY) Team 10 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 5 VS (AWAY) Team 11 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 4 VS (AWAY) Team 12 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 3 VS (AWAY) Team 13 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 2 VS (AWAY) Team 14 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 1 VS (AWAY) Team 15 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 39 VS (AWAY) Team 16 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 38 VS (AWAY) Team 17 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 37 VS (AWAY) Team 18 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 36 VS (AWAY) Team 19 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 35 VS (AWAY) Team 20 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 34 VS (AWAY) Team 21 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 33 VS (AWAY) Team 22 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 32 VS (AWAY) Team 23 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 31 VS (AWAY) Team 24 -> 2025-03-26, 9:55PM EST"
"(HOME) Team 30 VS (AWAY) Team 25 -> 2025-03-26, 9:55PM EST"
