==================== AXHL REGULAR SEASON SCHEDULE - Created by Dakota ====================
Seed: 470499423435505196
 
"(HOME) Albany Devils VS (AWAY) Washington Capitals -> 2025-02-23, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Iowa Heartlanders -> 2025-03-12, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Hershey Bears -> 2025-03-12, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Greenville Swamp Rabbits -> 2025-03-12, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Grand Rapids Griffins -> 2025-03-12, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Florida Panthers -> 2025-03-12, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Edmonton Road Runners -> 2025-03-12, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Edmonton Oilers -> 2025-03-12, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Detroit Red Wings -> 2025-03-12, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Dallas Stars -> 2025-03-12, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Columus Cottonmouths -> 2025-03-12, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-12, 9:55PM EST"
 
"(HOME) Ontario Reign VS (AWAY) Washington Capitals -> 2025-03-12, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) New York Rangers -> 2025-03-12, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) New Jersey Devils -> 2025-03-12, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) New Haven Eagles -> 2025-03-12, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Montreal Canadiens -> 2025-03-12, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Minnesota Wild -> 2025-03-12, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Manitoba Moose -> 2025-03-12, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Los Angeles Kings -> 2025-03-12, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Lehigh Valley Phantoms -> 2025-03-12, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Jacksonville Icemen -> 2025-03-12, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Iowa Heartlanders -> 2025-03-12, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Hershey Bears -> 2025-03-12, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Greenville Swamp Rabbits -> 2025-03-12, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Grand Rapids Griffins -> 2025-03-12, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Florida Panthers -> 2025-03-12, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Edmonton Road Runners -> 2025-03-12, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Edmonton Oilers -> 2025-03-12, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Detroit Red Wings -> 2025-03-12, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Dallas Stars -> 2025-03-12, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Columus Cottonmouths -> 2025-03-12, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Pittsburgh Penguins VS (AWAY) Washington Capitals -> 2025-03-13, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Ontario Reign -> 2025-03-13, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) New York Rangers -> 2025-03-13, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) New Jersey Devils -> 2025-03-13, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) New Haven Eagles -> 2025-03-13, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Montreal Canadiens -> 2025-03-13, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Minnesota Wild -> 2025-03-13, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Manitoba Moose -> 2025-03-13, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Los Angeles Kings -> 2025-03-13, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Lehigh Valley Phantoms -> 2025-03-13, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Jacksonville Icemen -> 2025-03-13, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Iowa Heartlanders -> 2025-03-13, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Hershey Bears -> 2025-03-13, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Greenville Swamp Rabbits -> 2025-03-13, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Grand Rapids Griffins -> 2025-03-13, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Florida Panthers -> 2025-03-13, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Edmonton Road Runners -> 2025-03-13, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Edmonton Oilers -> 2025-03-13, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Detroit Red Wings -> 2025-03-13, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Dallas Stars -> 2025-03-13, 9:55PM EST"
 
"(HOME) Saint John Sea Dogs VS (AWAY) Washington Capitals -> 2025-03-13, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Pittsburgh Penguins -> 2025-03-13, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Ontario Reign -> 2025-03-13, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) New York Rangers -> 2025-03-13, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) New Jersey Devils -> 2025-03-13, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) New Haven Eagles -> 2025-03-13, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Montreal Canadiens -> 2025-03-13, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Minnesota Wild -> 2025-03-13, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Manitoba Moose -> 2025-03-13, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Los Angeles Kings -> 2025-03-13, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Lehigh Valley Phantoms -> 2025-03-13, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Jacksonville Icemen -> 2025-03-13, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Iowa Heartlanders -> 2025-03-13, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Hershey Bears -> 2025-03-13, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Greenville Swamp Rabbits -> 2025-03-13, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Grand Rapids Griffins -> 2025-03-13, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Florida Panthers -> 2025-03-13, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Edmonton Road Runners -> 2025-03-13, 10:35PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Edmonton Oilers -> 2025-03-13, 10:35PM EST"
"(HOME) Dallas Stars VS (AWAY) Detroit Red Wings -> 2025-03-13, 10:35PM EST"
 
====================================================================================================
 
"(HOME) San Jose Sharks VS (AWAY) Washington Capitals -> 2025-03-16, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Saint John Sea Dogs -> 2025-03-16, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Pittsburgh Penguins -> 2025-03-16, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Ontario Reign -> 2025-03-16, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) New York Rangers -> 2025-03-16, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) New Jersey Devils -> 2025-03-16, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) New Haven Eagles -> 2025-03-16, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Montreal Canadiens -> 2025-03-16, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Minnesota Wild -> 2025-03-16, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Manitoba Moose -> 2025-03-16, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Los Angeles Kings -> 2025-03-16, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Lehigh Valley Phantoms -> 2025-03-16, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Jacksonville Icemen -> 2025-03-16, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Iowa Heartlanders -> 2025-03-16, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Hershey Bears -> 2025-03-16, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Greenville Swamp Rabbits -> 2025-03-16, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Grand Rapids Griffins -> 2025-03-16, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Florida Panthers -> 2025-03-16, 9:55PM EST"
"(HOME) Dallas Stars VS (AWAY) Edmonton Road Runners -> 2025-03-16, 9:55PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Edmonton Oilers -> 2025-03-16, 9:55PM EST"
 
"(HOME) Springfield Thunderbirds VS (AWAY) Washington Capitals -> 2025-03-16, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) San Jose Sharks -> 2025-03-16, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Saint John Sea Dogs -> 2025-03-16, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Pittsburgh Penguins -> 2025-03-16, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Ontario Reign -> 2025-03-16, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) New York Rangers -> 2025-03-16, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) New Jersey Devils -> 2025-03-16, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) New Haven Eagles -> 2025-03-16, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Montreal Canadiens -> 2025-03-16, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Minnesota Wild -> 2025-03-16, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Manitoba Moose -> 2025-03-16, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Los Angeles Kings -> 2025-03-16, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Lehigh Valley Phantoms -> 2025-03-16, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Jacksonville Icemen -> 2025-03-16, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Iowa Heartlanders -> 2025-03-16, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Hershey Bears -> 2025-03-16, 10:35PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Greenville Swamp Rabbits -> 2025-03-16, 10:35PM EST"
"(HOME) Dallas Stars VS (AWAY) Grand Rapids Griffins -> 2025-03-16, 10:35PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Florida Panthers -> 2025-03-16, 10:35PM EST"
"(HOME) Edmonton Oilers VS (AWAY) Edmonton Road Runners -> 2025-03-16, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Syracuse Crunch VS (AWAY) Washington Capitals -> 2025-03-17, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Springfield Thunderbirds -> 2025-03-17, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) San Jose Sharks -> 2025-03-17, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Saint John Sea Dogs -> 2025-03-17, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Pittsburgh Penguins -> 2025-03-17, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Ontario Reign -> 2025-03-17, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) New York Rangers -> 2025-03-17, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) New Jersey Devils -> 2025-03-17, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) New Haven Eagles -> 2025-03-17, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Montreal Canadiens -> 2025-03-17, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Minnesota Wild -> 2025-03-17, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Manitoba Moose -> 2025-03-17, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Los Angeles Kings -> 2025-03-17, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Lehigh Valley Phantoms -> 2025-03-17, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Jacksonville Icemen -> 2025-03-17, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Iowa Heartlanders -> 2025-03-17, 9:55PM EST"
"(HOME) Dallas Stars VS (AWAY) Hershey Bears -> 2025-03-17, 9:55PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Greenville Swamp Rabbits -> 2025-03-17, 9:55PM EST"
"(HOME) Edmonton Oilers VS (AWAY) Grand Rapids Griffins -> 2025-03-17, 9:55PM EST"
"(HOME) Edmonton Road Runners VS (AWAY) Florida Panthers -> 2025-03-17, 9:55PM EST"
 
"(HOME) TampaBay Lightning VS (AWAY) Washington Capitals -> 2025-03-17, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Syracuse Crunch -> 2025-03-17, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Springfield Thunderbirds -> 2025-03-17, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) San Jose Sharks -> 2025-03-17, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Saint John Sea Dogs -> 2025-03-17, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Pittsburgh Penguins -> 2025-03-17, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Ontario Reign -> 2025-03-17, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) New York Rangers -> 2025-03-17, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) New Jersey Devils -> 2025-03-17, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) New Haven Eagles -> 2025-03-17, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Montreal Canadiens -> 2025-03-17, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Minnesota Wild -> 2025-03-17, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Manitoba Moose -> 2025-03-17, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Los Angeles Kings -> 2025-03-17, 10:35PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Lehigh Valley Phantoms -> 2025-03-17, 10:35PM EST"
"(HOME) Dallas Stars VS (AWAY) Jacksonville Icemen -> 2025-03-17, 10:35PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Iowa Heartlanders -> 2025-03-17, 10:35PM EST"
"(HOME) Edmonton Oilers VS (AWAY) Hershey Bears -> 2025-03-17, 10:35PM EST"
"(HOME) Edmonton Road Runners VS (AWAY) Greenville Swamp Rabbits -> 2025-03-17, 10:35PM EST"
"(HOME) Florida Panthers VS (AWAY) Grand Rapids Griffins -> 2025-03-17, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Toeldo Walleye VS (AWAY) Washington Capitals -> 2025-03-18, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) TampaBay Lightning -> 2025-03-18, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Syracuse Crunch -> 2025-03-18, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Springfield Thunderbirds -> 2025-03-18, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) San Jose Sharks -> 2025-03-18, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Saint John Sea Dogs -> 2025-03-18, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Pittsburgh Penguins -> 2025-03-18, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Ontario Reign -> 2025-03-18, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) New York Rangers -> 2025-03-18, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) New Jersey Devils -> 2025-03-18, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) New Haven Eagles -> 2025-03-18, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Montreal Canadiens -> 2025-03-18, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Minnesota Wild -> 2025-03-18, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Manitoba Moose -> 2025-03-18, 9:55PM EST"
"(HOME) Dallas Stars VS (AWAY) Los Angeles Kings -> 2025-03-18, 9:55PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Lehigh Valley Phantoms -> 2025-03-18, 9:55PM EST"
"(HOME) Edmonton Oilers VS (AWAY) Jacksonville Icemen -> 2025-03-18, 9:55PM EST"
"(HOME) Edmonton Road Runners VS (AWAY) Iowa Heartlanders -> 2025-03-18, 9:55PM EST"
"(HOME) Florida Panthers VS (AWAY) Hershey Bears -> 2025-03-18, 9:55PM EST"
"(HOME) Grand Rapids Griffins VS (AWAY) Greenville Swamp Rabbits -> 2025-03-18, 9:55PM EST"
 
"(HOME) Toronto Maple Leafs VS (AWAY) Washington Capitals -> 2025-03-18, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Toeldo Walleye -> 2025-03-18, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) TampaBay Lightning -> 2025-03-18, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Syracuse Crunch -> 2025-03-18, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Springfield Thunderbirds -> 2025-03-18, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) San Jose Sharks -> 2025-03-18, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Saint John Sea Dogs -> 2025-03-18, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Pittsburgh Penguins -> 2025-03-18, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Ontario Reign -> 2025-03-18, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) New York Rangers -> 2025-03-18, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) New Jersey Devils -> 2025-03-18, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) New Haven Eagles -> 2025-03-18, 10:35PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Montreal Canadiens -> 2025-03-18, 10:35PM EST"
"(HOME) Dallas Stars VS (AWAY) Minnesota Wild -> 2025-03-18, 10:35PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Manitoba Moose -> 2025-03-18, 10:35PM EST"
"(HOME) Edmonton Oilers VS (AWAY) Los Angeles Kings -> 2025-03-18, 10:35PM EST"
"(HOME) Edmonton Road Runners VS (AWAY) Lehigh Valley Phantoms -> 2025-03-18, 10:35PM EST"
"(HOME) Florida Panthers VS (AWAY) Jacksonville Icemen -> 2025-03-18, 10:35PM EST"
"(HOME) Grand Rapids Griffins VS (AWAY) Iowa Heartlanders -> 2025-03-18, 10:35PM EST"
"(HOME) Greenville Swamp Rabbits VS (AWAY) Hershey Bears -> 2025-03-18, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Utah HC VS (AWAY) Washington Capitals -> 2025-03-19, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Toronto Maple Leafs -> 2025-03-19, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Toeldo Walleye -> 2025-03-19, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) TampaBay Lightning -> 2025-03-19, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Syracuse Crunch -> 2025-03-19, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Springfield Thunderbirds -> 2025-03-19, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) San Jose Sharks -> 2025-03-19, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Saint John Sea Dogs -> 2025-03-19, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Pittsburgh Penguins -> 2025-03-19, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Ontario Reign -> 2025-03-19, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) New York Rangers -> 2025-03-19, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) New Jersey Devils -> 2025-03-19, 9:55PM EST"
"(HOME) Dallas Stars VS (AWAY) New Haven Eagles -> 2025-03-19, 9:55PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Montreal Canadiens -> 2025-03-19, 9:55PM EST"
"(HOME) Edmonton Oilers VS (AWAY) Minnesota Wild -> 2025-03-19, 9:55PM EST"
"(HOME) Edmonton Road Runners VS (AWAY) Manitoba Moose -> 2025-03-19, 9:55PM EST"
"(HOME) Florida Panthers VS (AWAY) Los Angeles Kings -> 2025-03-19, 9:55PM EST"
"(HOME) Grand Rapids Griffins VS (AWAY) Lehigh Valley Phantoms -> 2025-03-19, 9:55PM EST"
"(HOME) Greenville Swamp Rabbits VS (AWAY) Jacksonville Icemen -> 2025-03-19, 9:55PM EST"
"(HOME) Hershey Bears VS (AWAY) Iowa Heartlanders -> 2025-03-19, 9:55PM EST"
 
"(HOME) Vancouver Canucks VS (AWAY) Washington Capitals -> 2025-03-19, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Utah HC -> 2025-03-19, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Toronto Maple Leafs -> 2025-03-19, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Toeldo Walleye -> 2025-03-19, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) TampaBay Lightning -> 2025-03-19, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Syracuse Crunch -> 2025-03-19, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Springfield Thunderbirds -> 2025-03-19, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) San Jose Sharks -> 2025-03-19, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Saint John Sea Dogs -> 2025-03-19, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Pittsburgh Penguins -> 2025-03-19, 10:35PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Ontario Reign -> 2025-03-19, 10:35PM EST"
"(HOME) Dallas Stars VS (AWAY) New York Rangers -> 2025-03-19, 10:35PM EST"
"(HOME) Detroit Red Wings VS (AWAY) New Jersey Devils -> 2025-03-19, 10:35PM EST"
"(HOME) Edmonton Oilers VS (AWAY) New Haven Eagles -> 2025-03-19, 10:35PM EST"
"(HOME) Edmonton Road Runners VS (AWAY) Montreal Canadiens -> 2025-03-19, 10:35PM EST"
"(HOME) Florida Panthers VS (AWAY) Minnesota Wild -> 2025-03-19, 10:35PM EST"
"(HOME) Grand Rapids Griffins VS (AWAY) Manitoba Moose -> 2025-03-19, 10:35PM EST"
"(HOME) Greenville Swamp Rabbits VS (AWAY) Los Angeles Kings -> 2025-03-19, 10:35PM EST"
"(HOME) Hershey Bears VS (AWAY) Lehigh Valley Phantoms -> 2025-03-19, 10:35PM EST"
"(HOME) Iowa Heartlanders VS (AWAY) Jacksonville Icemen -> 2025-03-19, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Vegas Golden Knights VS (AWAY) Washington Capitals -> 2025-03-20, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Vancouver Canucks -> 2025-03-20, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Utah HC -> 2025-03-20, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Toronto Maple Leafs -> 2025-03-20, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Toeldo Walleye -> 2025-03-20, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) TampaBay Lightning -> 2025-03-20, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Syracuse Crunch -> 2025-03-20, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Springfield Thunderbirds -> 2025-03-20, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) San Jose Sharks -> 2025-03-20, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Saint John Sea Dogs -> 2025-03-20, 9:55PM EST"
"(HOME) Dallas Stars VS (AWAY) Pittsburgh Penguins -> 2025-03-20, 9:55PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Ontario Reign -> 2025-03-20, 9:55PM EST"
"(HOME) Edmonton Oilers VS (AWAY) New York Rangers -> 2025-03-20, 9:55PM EST"
"(HOME) Edmonton Road Runners VS (AWAY) New Jersey Devils -> 2025-03-20, 9:55PM EST"
"(HOME) Florida Panthers VS (AWAY) New Haven Eagles -> 2025-03-20, 9:55PM EST"
"(HOME) Grand Rapids Griffins VS (AWAY) Montreal Canadiens -> 2025-03-20, 9:55PM EST"
"(HOME) Greenville Swamp Rabbits VS (AWAY) Minnesota Wild -> 2025-03-20, 9:55PM EST"
"(HOME) Hershey Bears VS (AWAY) Manitoba Moose -> 2025-03-20, 9:55PM EST"
"(HOME) Iowa Heartlanders VS (AWAY) Los Angeles Kings -> 2025-03-20, 9:55PM EST"
"(HOME) Jacksonville Icemen VS (AWAY) Lehigh Valley Phantoms -> 2025-03-20, 9:55PM EST"
 
"(HOME) Washington Capitals VS (AWAY) Albany Devils -> 2025-03-20, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Bloomington Bison -> 2025-03-20, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Brampton Beast -> 2025-03-20, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Calgary Flames -> 2025-03-20, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Carolina Hurricanes -> 2025-03-20, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Chicago Blackhawks -> 2025-03-20, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Cincinnati Cyclones -> 2025-03-20, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-20, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Columus Cottonmouths -> 2025-03-20, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Dallas Stars -> 2025-03-20, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Detroit Red Wings -> 2025-03-20, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Edmonton Oilers -> 2025-03-20, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Edmonton Road Runners -> 2025-03-20, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Florida Panthers -> 2025-03-20, 10:35PM EST"
